,Sentiment,Negative_Reason,Airline,Text,TextLength
11507,neutral,,US Airways, I recently moved and got a new license and when I booked my flight months ago I used my old license do I need to change that?,136
12334,negative,Flight Booking Problems,American," As I already have a booked flight that I can't use &amp; can't change w/o a $200 fee, Flight Booking Problems a different type of ticket...1/2",155
1758,negative,Can't Tell,United, so disgusted and disappointed with united airlines luggage policies and attitude toward musicians. Unacceptable,119
4949,negative,Cancelled Flight,Southwest, most other carriers were flying out way past SW Cancelled Flightlation.  and  got their passengers out much Late Flightr!!!!!,157
435,negative,Bad Flight,Virgin America, Very poor experience. First computer problem now seat malfunction. Stuck. Missing meeting in San Diego.,118
13714,negative,Late Flight,American, stuck in airplane both on way out of PHL and again in Houston. All passengers frustrated. Makes me want to avoid airline,133
7669,negative,Bad Flight,Delta, you have to service your remote controllers on my flight I watched equalizer (movie) THREE times because my remote was stuck,133
686,negative,Bad Flight,United, Booked a flight home over 7 months ago and requested seats together for my fiancï¿½ï¿½ï¿½ï¿½ï¿½ï¿½e and I. We got 2 middle seats. U,138
9887,negative,Flight Attendant Complaints,US Airways,  Just got off Int. Flight #799. Your Intentionally rude staff made for a horrible 8hr+ flight on an unsuitable plane.,140
10528,negative,Customer Service Issue,US Airways, I called twice the recording says that it has being delivered to my apt but it is not here ?,103
11434,negative,Lost Luggage,US Airways," I hope so, too. Thank you for your help. She traveled halfway across the globe and just wants her suitcase.",118
7067,neutral,,Delta,..... Can you not? ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½: Our fleet's on fleek. h,75
11815,negative,Late Flight,US Airways, any tips on getting a hotel that your airline won't get for any of us even though we were told that we'd make our flight?,132
3025,negative,Flight Attendant Complaints,United, WTH be honest with your customers.  This better be the last change or we are driving home.  Has our plane left or not!,126
8416,negative,Customer Service Issue,Delta, False - agent let us do an extra leg room upgrade for $ but not upgrade to mint. Poor business practices. #badcustomerservice,134
8262,negative,Flight Attendant Complaints,Delta, walked from the gate to the just ask desk by gate 1 http://t.co/p6ucbVlv5E,83
13067,negative,Customer Service Issue,American, not helpful,24
11796,positive,,US Airways, customer service at its finest,41
2976,neutral,,United, Frontier is currently offering their weather exceptions for this weekend. When is United?,97
3048,negative,Customer Service Issue,United,  Another glitch??,37
440,positive,,Virgin America," love it, taking  on in their backyard! Consumers win when biz competes.",99
1085,negative,Customer Service Issue,United, Would be helpful if you could refresh boarding time info on boarding passes for delayed flights,103
5640,negative,Customer Service Issue,Southwest," Please explain to reps, ignoring a technical issue and passing the buck is not a good business model. Lucky limited to 140",136
4273,negative,Customer Service Issue,United," I was denied use of a rear facing car seat on UA5025, an ERJ145. Can you confirm the actual policy?",107
7491,negative,Bad Flight,Delta, our flight out no Tv. Now our flight back not seated together. B6 620. Maybe our fault still no fun.,109
2362,negative,Customer Service Issue,United, the worst customer service in Denver.,45
12278,positive,,American, thanks for the update,34
1377,negative,Late Flight,United, 40 minutes on tarmac now. That's after 9 hour delay.,60
1618,positive,,United, thanks for updating me about the 1+ hour delay the exact second I got to ATL. ï¿½ï¿½ï¿½ï¿½,89
2138,negative,Flight Booking Problems,United," on a 4 seg flt yvr to zurich, why would you credit all miles and but only 2 segs on full fare?",102
1590,neutral,,United, no thanks,17
8654,positive,,Delta, anything for you. #flyfi http://t.co/8jceDiKY9U,56
2729,negative,Flight Attendant Complaints,United, - #epicfail from a former gate agent in PIA!  He walked away and quit! Luckily a responsible PIA agent saved the day!,125
6460,neutral,,Southwest, can I use points to book a rental car?,52
6288,negative,Customer Service Issue,Southwest, when will sw return to customer service?  Business travelers made sw now sw ignores us.,101
6149,positive,,Southwest,   I'd love to hear them live at   this saturday! #destinationdragons,130
12221,positive,,American," 
I still think American Airlines is great...I would just like to be treated better. Loyal customers first, right?",126
428,positive,,Virgin America, has the most INCREDIBLE customer service I've ever experienced! So refreshing!,93
1493,negative,Late Flight,United, Flight 2 is 2:30 hrs delayed so far b/c of Late Flight crew. Now we are literally waiting while they have dinner acc. to honest gate agent.,147
5510,negative,Can't Tell,Southwest,  kid just wants fucking money #scumbag,61
5167,negative,Customer Service Issue,Southwest, yep after two hours and thirty minutes,52
6276,neutral,,Southwest, I've never met my favorite band and it would be sooo amazing to win destination dragons.,102
2942,positive,,United, a big thanks to ^MN and ^KN or patiently clarifying the United domestic world to me.,92
2785,negative,Flight Booking Problems,United, Can't beat the storm out of town if you wait to issue the policy until too Late Flight.  NWS issued storm warning already...,132
7708,positive,,Delta, nothing but praise for you helping our lady make her flight to CHS tonight!  #impressed,96
13728,negative,Flight Booking Problems,American, it was my friend. She shouldn't have been scheduled so close together at LAX then not reimbursed. It's costing her 12 hrs &amp;$250,144
3538,negative,Bad Flight,United, your service sucks to Mexico from houston. You finally realized that snacks in1st don't work you cheap as);:,116
1719,negative,Bad Flight,United, yes... A ride home would be perfect.. A fete one would assume possible after charging 1600$ for a domestic flight... Ps we deplaned,139
14042,negative,Bad Flight,American, the food served on AA2402 was vile and gross.The entire cabin did not eat their meal. Survey the flight crew. Another gross out,140
1032,negative,longlines,United,"  yes, they said it took more than an hour!",57
13588,negative,Cancelled Flight,American," not only did you Cancelled Flight our flight from JFK and delay us by 29 hours, you've now lost 2 of our bags. Worst airline ever.",143
10180,negative,Can't Tell,US Airways, waiting for you to figure it out. This is unacceptable.,66
4400,negative,Can't Tell,Southwest," yes, very much so! I was looking forward to using your airlines for future flights but never again.",113
11345,negative,Late Flight,US Airways, the Late Flightr flight to Charleston is leaving before the flight scheduled earlier.  That's so wrong,113
8676,negative,Customer Service Issue,Delta, is I can't make changes on the website am I still charged 25 dollars for using phone,93
5836,negative,Late Flight,Southwest,", remember me? Wouldn't let me on 3:05pm flight (seats available). Now my 7:40 flight is delayed. Worst airline. #badservice",137
10793,neutral,,US Airways, hi there I am flying MYR-CLT-ORD tomorrow is weather looking ok or problematic?,90
11033,negative,Flight Booking Problems,US Airways, I submitted refund request b4 1st flight 2 days ago. Is that all I need 2 do?,88
7888,positive,,Delta,  Wow what an amazing video https://t.co/dbcvEPn5QC Great world Guys #Bluemanity #CoreValues #Passion #AeroJobMarket,131
11973,negative,Cancelled Flight,American," flight 1181 out of Vegas to DFW. Cancelled Flightled Sunday and Monday, no whammie today!",102
4805,positive,,Southwest,. Thx for the follow up. Just sent DM,50
7373,neutral,,Delta, the man with the smell left nd now there's this stupid girl asking me questions. can yall help.,104
6092,neutral,,Southwest, heard you are saving 30k a year on fuel not carrying around those skymall's #ripskymall,101
12457,negative,Customer Service Issue,American, is non existent and I will take this as far as needed.Why hide behind a corporate logo? Provide a number #tcf #useless #amateur,140
301,neutral,,Virgin America,  check the website before you go to the airport!,72
4679,negative,Customer Service Issue,Southwest," Sorry to bother you, but I've been on hold for more than 2 hours and 30 minutes. Should I continue holding? Or call back?",135
7533,negative,Can't Tell,Delta, too Late Flight. Several passengers are inebriated. You're in league with big alcohol. Shame on you.,109
14543,negative,Late Flight,American,. cover a rental car or refund our ticket? - I'll gladly drive 10 hrs home than be stuck here till Tues!,116
5812,positive,,Southwest, Your crew on 4028 tonight was outstanding. God bless them and the medically trained passengers on board.,118
8812,neutral,,Delta, is there no way to switch to earlier flight to JFK even if I checked a bag?,84
